"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100LCHGLLY","LCHGLLY","LCG","Lochgelly Rail Station","","U",318500,694400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT1850094400,56.135328,-3.3129397
"9100LCHLCHR","LCHLCHR","LCC","Lochluichart Rail Station","","U",232335,862562,"2003-11-04T00:00:00","2010-02-25T14:53:40",2,"rev",NH3233562562,57.621756,-4.8090487
"9100LCHTTVH","LCHTTVH","LIF","Lichfield Trent Valley High Level Rail Station","","U",413600,309930,"2005-03-18T00:00:00","2008-04-25T15:26:31",2,"rev",SK1360009930,52.686892,-1.8002437
"9100LCHTTVL","LCHTTVL","LTV","Lichfield Trent Valley Rail Station","","U",413601,309930,"2005-03-18T00:00:00","2007-11-14T16:26:48",2,"rev",SK1360109930,52.686892,-1.8002289
"9100LCHWNCH","LCHWNCH","LHW","Lochwinnoch Rail Station","","U",236060,657970,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS3606057970,55.787154,-4.6160752
"9100LCKRBIE","LCKRBIE","LOC","Lockerbie Rail Station","","U",313780,581800,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NY1378081800,55.123052,-3.3535328
"9100LDBURY","LDBURY","LED","Ledbury Rail Station","","U",370890,238625,"2003-11-04T00:00:00","2011-11-03T16:09:31",4,"rev",SO7089038625,52.045249,-2.4258603
"9100LDLNGTN","LDLNGTN","LID","Lidlington Rail Station","","U",498936,239106,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP9893639106,52.041535,-0.55892838
"9100LDYW","LDYW","LAD","Ladywell Rail Station","","U",537730,174890,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3773074890,51.456243,-0.019040691
"9100LEAGRVE","LEAGRVE","LEA","Leagrave Rail Station","","U",506145,224080,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL0614524080,51.905157,-0.45850264
"9100LEAHALL","LEAHALL","LEH","Lea Hall Rail Station","","U",414630,286990,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1463086990,52.480641,-1.7860118
"9100LEALHLM","LEALHLM","LHM","Lealholm Rail Station","","U",476220,507880,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ7622007880,54.460590,-0.82571530
"9100LEASOWE","LEASOWE","LSW","Leasowe Rail Station","","U",327000,390700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ2700090700,53.408044,-3.0995937
"9100LEEDS","LEEDS","LDS","Leeds Rail Station","","U",429870,433352,"2003-11-04T00:00:00","2008-10-07T09:28:45",2,"rev",SE2987033352,53.795625,-1.5480255
"9100LEEE","LEEE","LEE","Lee Rail Station","","U",540010,174230,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4001074230,51.449753,0.013492793
"9100LEGR","LEGR","LEG","Lea Green Rail Station","","U",351924,392469,"2003-11-04T00:00:00","2011-02-17T15:11:32",2,"rev",SJ5192492469,53.426808,-2.7249775
"9100LEIGHK","LEIGHK","LIH","Leigh (Kent) Rail Station","","U",554555,146175,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5455546175,51.193899,0.21049492
"9100LELANT","LELANT","LEL","Lelant Rail Station","","U",154770,37220,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SW5477037220,50.184123,-5.4365465
"9100LELANTS","LELANTS","LTS","Lelant Saltings Rail Station","","U",154430,36640,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SW5443036640,50.178775,-5.4409257
"9100LENHAM","LENHAM","LEN","Lenham Rail Station","","U",589130,151850,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ8913051850,51.234484,0.70775901
"9100LENZIE","LENZIE","LNZ","Lenzie Rail Station","","U",265500,671900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS6550071900,55.921317,-4.1538904
"9100LEOMNST","LEOMNST","LEO","Leominster Rail Station","","U",350210,258860,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SO5021058860,52.225680,-2.7303410
"9100LESTER","LESTER","LEI","Leicester Rail Station","","U",459300,304100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK5930004100,52.631424,-1.1252755
"9100LETHRHD","LETHRHD","LHD","Leatherhead Rail Station","","U",516300,156840,"2005-04-21T00:00:00","2011-03-24T17:35:58",2,"rev",TQ1630056840,51.298816,-0.33323197
"9100LEUCHRS","LEUCHRS","LEU","Leuchars Rail Station","","U",344900,720670,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NO4490020670,56.375101,-2.8937130
"9100LEWES","LEWES","LWS","Lewes Rail Station","","U",541621,109830,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ4162109830,50.870630,0.011330519
"9100LEWISHM","LEWISHM","LEW","Lewisham Rail Station","","U",538050,175950,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3805075950,51.465690,-0.014024420
"9100LEYLAND","LEYLAND","LEY","Leyland Rail Station","","U",354730,422710,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SD5473022710,53.698853,-2.6871451
"9100LEYTNMR","LEYTNMR","LEM","Leyton Midland Road Rail Station","","U",538150,187530,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3815087530,51.569724,-0.0080506319
"9100LFPW","LFPW","LPG","Llanfairpwll Rail Station","","U",252600,371600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH5260071600,53.220943,-4.2092153
"9100LGBK","LGBK","LGB","Langbank Rail Station","","U",238562,673180,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",NS3856273180,55.924518,-4.5852744
"9100LGFD","LGFD","LGF","Longfield Rail Station","","U",560129,168857,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6012968857,51.396154,0.30036415
"9100LGHO","LGHO","LHO","Langho Rail Station","","U",370550,434375,"2005-04-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD7055034375,53.804830,-2.4486590
"9100LGML","LGML","LGM","Langley Mill Rail Station","","U",444960,346960,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK4496046960,53.018059,-1.3312444
"9100LGRN","LGRN","LGG","Langley Green Rail Station","","U",399760,288440,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SO9976088440,52.493870,-2.0049640
"9100LGWITH","LGWITH","LAG","Langwith - Whaley Thorns Rail Station","","U",452875,370825,"2005-04-04T00:00:00","2011-11-03T16:09:31",2,"rev",SK5287570825,53.231839,-1.2093436
"9100LGWOOD","LGWOOD","LGD","Lingwood Rail Station","","U",636317,308423,"2005-03-18T00:00:00","2008-12-01T15:27:09",2,"rev",TG3631708423,52.622100,1.4899445
"9100LHONSEA","LHONSEA","LES","Leigh-on-Sea Rail Station","","U",583200,185790,"2003-11-04T00:00:00","2010-10-06T16:45:11",5,"rev",TQ8320085790,51.541272,0.64041128
"9100LHVN","LHVN","LVN","Littlehaven Rail Station","","U",518621,132520,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1862132520,51.079750,-0.30798053
"9100LIMHSE","LIMHSE","LHS","Limehouse Rail Station","","U",536120,181111,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3612081111,51.512535,-0.039802864
"9100LINCLNC","LINCLNC","LCN","Lincoln Central Rail Station","","U",497571,370888,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK9757170888,53.226086,-0.53992193
"9100LINGFLD","LINGFLD","LFD","Lingfield Rail Station","","U",539400,143800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3940043800,51.176451,-0.0071646270
"9100LIPHOOK","LIPHOOK","LIP","Liphook Rail Station","","U",484156,130905,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",SU8415630905,51.071315,-0.80022845
"9100LISKARD","LISKARD","LSK","Liskeard Rail Station","","U",224760,63695,"2003-11-04T00:00:00","2011-09-30T14:47:28",4,"rev",SX2476063695,50.446863,-4.4695750
"9100LISS","LISS","LIS","Liss Rail Station","","U",477712,127718,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU7771227718,51.043569,-0.89286714
"9100LITLBRO","LITLBRO","LTL","Littleborough Rail Station","","U",393840,416280,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SD9384016280,53.642994,-2.0946514
"9100LIVST","LIVST","LST","London Liverpool Street Rail Station","","U",533216,181641,"2003-11-04T00:00:00","2010-06-21T15:11:41",2,"rev",TQ3321681641,51.517989,-0.081426022
"9100LKWD","LKWD","LCK","Lockwood Rail Station","","U",413270,415375,"2005-03-18T00:00:00","2010-07-26T14:36:46",2,"rev",SE1327015375,53.634732,-1.8007908
"9100LLANDAF","LLANDAF","LLN","Llandaf Rail Station","","U",314830,179550,"2005-03-18T00:00:00","2011-03-24T17:35:58",2,"rev",ST1483079550,51.508437,-3.2286123
"9100LLBRDCH","LLBRDCH","LNB","Llanbradach Rail Station","","U",314700,190100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1470090100,51.603254,-3.2330475
"9100LLBSTRD","LLBSTRD","LLT","Llanbister Road Rail Station","","U",317420,271620,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SO1742071620,52.336423,-3.2134207
"9100LLDEILO","LLDEILO","LLL","Llandeilo Rail Station","","U",263350,222620,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN6335022620,51.885343,-3.9868897
"9100LLDODW","LLDODW","LLO","Llandrindod Rail Station","","U",305930,261360,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SO0593061360,52.242358,-3.3791379
"9100LLDVERY","LLDVERY","LLV","Llandovery Rail Station","","U",276320,234520,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SN7632034520,51.995311,-3.8028288
"9100LLDYBIE","LLDYBIE","LLI","Llandybie Rail Station","","U",262000,215500,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN6200015500,51.821034,-4.0036472
"9100LLGADOG","LLGADOG","LLG","Llangadog Rail Station","","U",269960,228550,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN6996028550,51.940211,-3.8931470
"9100LLGMMRW","LLGMMRW","LLM","Llangammarch Rail Station","","U",293630,247360,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN9363047360,52.114297,-3.5548165
"9100LLGNNCH","LLGNNCH","LLH","Llangennech Rail Station","","U",256400,201200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN5640001200,51.691134,-4.0789293
"9100LLGUNLO","LLGUNLO","LGO","Llangynllo Rail Station","","U",320990,273030,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SO2099073030,52.349623,-3.1613692
"9100LLHARAN","LLHARAN","LLR","Llanharan Rail Station","","U",300170,183060,"2007-09-21T09:58:52","2007-09-21T09:58:52",0,"new",ST0017083060,51.537584,-3.4407782
"9100LLHLETH","LLHLETH","LTH","Llanhilleth Rail Station","","U",321645,200783,"2008-01-11T09:15:04","2008-01-11T09:15:04",0,"new",SO2164500783,51.700299,-3.1351875
"9100LLISHEN","LLISHEN","LLS","Llanishen Rail Station","","U",318110,182200,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1811082200,51.532745,-3.1819783
"9100LLNLLI","LLNLLI","LLE","Llanelli Rail Station","","U",250650,199445,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SS5065099445,51.673865,-4.1613034
"9100LLNSMLT","LLNSMLT","LAS","Llansamlet Rail Station","","U",269740,197540,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SS6974097540,51.661501,-3.8846852
"9100LLNWTMR","LLNWTMR","LWM","Llantwit Major Rail Station","","U",297050,168900,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",SS9705068900,51.409746,-3.4816171
"9100LLWRDA","LLWRDA","LNR","Llanwrda Rail Station","","U",271500,231000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN7150031000,51.962585,-3.8716738
"9100LLWRTYW","LLWRTYW","LNW","Llanwrtyd Rail Station","","U",288310,246410,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SN8831046410,52.104709,-3.6321633
"9100LLWYNYP","LLWYNYP","LLY","Llwynypia Rail Station","","U",299500,193800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS9950093800,51.634001,-3.4535134
"9100LMNGTNS","LMNGTNS","LMS","Leamington Spa Rail Station","","U",431735,265251,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP3173565251,52.284489,-1.5362100
"9100LMTNPIR","LMTNPIR","LYP","Lymington Pier Rail Station","","U",433287,95517,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SZ3328795517,50.758299,-1.5294469
"9100LMTNTWN","LMTNTWN","LYT","Lymington Town Rail Station","","U",432741,95804,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",SZ3274195804,50.760910,-1.5371620
"9100LNAB","LNAB","LLA","Llanaber Rail Station","","U",259870,318010,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SH5987018010,52.741501,-4.0771757
"9100LNCG","LNCG","LAC","Lancing Rail Station","","U",518200,104400,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",TQ1820004400,50.827082,-0.32310926
"9100LNDC","LNDC","LLC","Llandecwyn Rail Station","","U",261800,337900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH6180037900,52.920683,-4.0570346
"9100LNDNBDC","LNDNBDC","LBG","London Bridge Rail Station","","U",532930,180190,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ3293080190,51.505017,-0.086092083
"9100LNDNBDE","LNDNBDE","LBG","London Bridge Rail Station","","U",532930,180200,"2003-11-04T00:00:00","2010-06-04T18:47:16",3,"rev",TQ3293080200,51.505107,-0.086088317
"9100LNDW","LNDW","LDN","Llandanwg Rail Station","","U",257030,328630,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SH5703028630,52.836160,-4.1238566
"9100LNDYW","LNDYW","LAW","Landywood Rail Station","","U",398695,306535,"2003-11-04T00:00:00","2010-11-08T17:02:59",2,"rev",SJ9869506535,52.656539,-2.0207277
"9100LNGBKBY","LNGBKBY","LBK","Long Buckby Rail Station","","U",462400,266680,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SP6240066680,52.294715,-1.0864668
"9100LNGCROS","LNGCROS","LNG","Longcross Rail Station","","U",497897,166062,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9789766062,51.385171,-0.59456998
"9100LNGEATN","LNGEATN","LGE","Long Eaton Rail Station","","U",448040,332185,"2003-11-04T00:00:00","2010-06-04T14:12:00",2,"rev",SK4804032185,52.884986,-1.2875205
"9100LNGNDRY","LNGNDRY","LND","Longniddry Rail Station","","U",344660,676300,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT4466076300,55.976483,-2.8883430
"9100LNGP","LNGP","LPT","Longport Rail Station","","U",385585,349423,"2003-11-04T00:00:00","2009-10-16T14:39:09",2,"rev",SJ8558549423,53.041880,-2.2164478
"9100LNLTHGW","LNLTHGW","LIN","Linlithgow Rail Station","","U",300510,677090,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",NT0051077090,55.976451,-3.5958521
"9100LNRWST","LNRWST","LWR","Llanrwst Rail Station","","U",280063,361693,"2003-11-04T00:00:00","2012-01-25T14:20:47",2,"rev",SH8006361693,53.138849,-3.7944010
"9100LNSD","LNSD","LGS","Langside Rail Station","","U",257420,661000,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",NS5742061000,55.821132,-4.2773400
"9100LNTN","LNTN","LGN","Longton Rail Station","","U",390900,343633,"2003-11-04T00:00:00","2010-11-08T17:02:59",2,"rev",SJ9090043633,52.989951,-2.1370106
"9100LOCHAWE","LOCHAWE","LHA","Loch Awe Rail Station","","U",212380,727460,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NN1238027460,56.402015,-5.0419753
"9100LOGHBRO","LOGHBRO","LBO","Loughborough (Leics) Rail Station","","U",454335,320455,"2005-11-03T00:00:00","2007-02-13T17:06:21",3,"rev",SK5433520455,52.778953,-1.1959285
"9100LONB","LONB","LOB","Longbridge Rail Station","","U",401370,277600,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SP0137077600,52.396417,-1.9812915
"9100LONFLDS","LONFLDS","LOF","London Fields Rail Station","","U",534790,184260,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3479084260,51.541151,-0.057753371
"9100LONGBCK","LONGBCK","LGK","Longbeck Rail Station","","U",462750,521990,"2005-04-04T00:00:00","2010-04-01T16:15:28",2,"rev",NZ6275021990,54.589217,-1.0304729
"9100LOOE","LOOE","LOO","Looe Rail Station","","U",225390,53920,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SX2539053920,50.359224,-4.4561636
"9100LOSTCKP","LOSTCKP","LOT","Lostock Rail Station","","U",367367,408594,"2003-11-04T00:00:00","2009-01-13T11:58:52",3,"rev",SD6736708594,53.572926,-2.4942661
"9100LOWDHAM","LOWDHAM","LOW","Lowdham Rail Station","","U",467305,345910,"2005-04-04T00:00:00","2011-01-24T15:59:01",2,"rev",SK6730545910,53.006283,-0.99841903
"9100LOWSTFT","LOWSTFT","LWT","Lowestoft Rail Station","","U",654747,292890,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev",TM5474792890,52.474436,1.7497079
"9100LPRESTN","LPRESTN","LPR","Long Preston Rail Station","","U",383350,457900,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD8335057900,54.016836,-2.2555920
"9100LRDGFD","LRDGFD","LRD","London Road (Guildford) Rail Station","","U",500264,150030,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0026450030,51.240648,-0.56506895
"9100LRNCKRK","LRNCKRK","LAU","Laurencekirk Rail Station","","U",371670,771750,"2009-03-30T16:45:03","2009-03-30T16:45:03",0,"new",NO7167071750,56.836345,-2.4659256
"9100LSTG","LSTG","LTG","Lostock Gralam Rail Station","","U",369070,374620,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SJ6907074620,53.267663,-2.4652030
"9100LSTH","LSTH","LOH","Lostock Hall Rail Station","","U",354735,425535,"2005-04-04T00:00:00","2011-02-07T18:49:18",2,"rev",SD5473525535,53.724243,-2.6874833
"9100LSTWTHL","LSTWTHL","LOS","Lostwithiel Rail Station","","U",210660,59765,"2003-11-04T00:00:00","2011-09-30T14:47:28",4,"rev",SX1066059765,50.407176,-4.6659657
"9100LSYDNHM","LSYDNHM","LSY","Lower Sydenham Rail Station","","U",536830,171370,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3683071370,51.424829,-0.033345484
"9100LTCE","LTCE","LET","Letchworth Rail Station","","U",521712,232758,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL2171232758,51.979962,-0.22926415
"9100LTHH","LTHH","LVT","Lisvane & Thornhill Rail Station","","U",317880,183520,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1788083520,51.544577,-3.1856018
"9100LTLHMPT","LTLHMPT","LIT","Littlehampton Rail Station","","U",502540,102180,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TQ0254002180,50.810107,-0.54599480
"9100LTLKMBL","LTLKMBL","LTK","Little Kimble Rail Station","","U",482349,206620,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP8234906620,51.752230,-0.80845239
"9100LTLPORT","LTLPORT","LTP","Littleport Rail Station","","U",557480,287460,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",TL5748087460,52.462379,0.31655923
"9100LTLSUTN","LTLSUTN","LTT","Little Sutton Rail Station","","U",337210,376920,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3721076920,53.285513,-2.9432924
"9100LTNBZRD","LTNBZRD","LBZ","Leighton Buzzard Rail Station","","U",491091,225024,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP9109125024,51.916304,-0.67700735
"9100LUDLOW","LUDLOW","LUD","Ludlow Rail Station","","U",351335,275045,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SO5133575045,52.371277,-2.7162168
"9100LUDO","LUDO","LLD","Llandudno Rail Station","","U",278400,382000,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SH7840082000,53.320915,-3.8270011
"9100LUTOAPY","LUTOAPY","LTN","Luton Airport Parkway Rail Station","","U",510533,220534,"2003-11-04T00:00:00","2009-09-03T15:43:26",2,"rev",TL1053320534,51.872436,-0.39588100
"9100LUTON","LUTON","LUT","Luton Rail Station","","U",509259,221604,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",TL0925921604,51.882303,-0.41404021
"9100LUXULYN","LUXULYN","LUX","Luxulyan Rail Station","","U",204805,58070,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SX0480558070,50.390034,-4.7473838
"9100LVHM","LVHM","LVM","Levenshulme Rail Station","","U",387300,394172,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8730094172,53.444161,-2.1926697
"9100LVNSTNN","LVNSTNN","LSN","Livingston North Rail Station","","U",303537,668663,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT0353768663,55.901382,-3.5443508
"9100LVNSTNS","LVNSTNS","LVG","Livingston South Rail Station","","U",306140,665300,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT0614065300,55.871692,-3.5015691
"9100LVRPLCH","LVRPLCH","LVC","Liverpool Central Rail Station","","U",335000,390200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3500090200,53.404598,-2.9791681
"9100LVRPLCL","LVRPLCL","LVC","Liverpool Central Loop Line","","U",335001,390200,"2003-11-04T00:00:00","2008-04-25T15:26:31",3,"rev",SJ3500190200,53.404598,-2.9791530
"9100LVRPLSH","LVRPLSH","LIV","Liverpool Lime Street Rail Station","","U",335100,390500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3510090500,53.407307,-2.9777260
"9100LVRPLSL","LVRPLSL","LVL","Liverpool Lime Street Low Level Rail Station","","U",335100,390600,"2003-11-04T00:00:00","2008-04-25T15:26:31",2,"rev",SJ3510090600,53.408205,-2.9777466
"9100LVRPSPY","LVRPSPY","LPY","Liverpool South Parkway Rail Station","","U",340920,384909,"2006-03-21T00:00:00","2009-10-09T19:04:20",2,"rev",SJ4092084909,53.357742,-2.8891428
"9100LWBY","LWBY","LGW","Langwathby Rail Station","","U",357320,533460,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",NY5732033460,54.694356,-2.6636837
"9100LYDNEY","LYDNEY","LYD","Lydney Rail Station","","U",363420,201845,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",SO6342001845,51.714134,-2.5308637
"9100LYEE","LYEE","LYE","Lye (West Midlands) Rail Station","","U",392220,284670,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SO9222084670,52.459920,-2.1159292
"9100LYMPSTC","LYMPSTC","LYC","Lympstone Commando Rail Station","","U",298260,85720,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SX9826085720,50.662236,-3.4408397
"9100LYMPSTN","LYMPSTN","LYM","Lympstone Village Rail Station","","U",298925,84156,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev",SX9892584156,50.648291,-3.4310066
"9100LYNDHRD","LYNDHRD","ANF","Ashurst New Forest Rail Station","","U",433392,110147,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev",SU3339210147,50.889849,-1.5266307
"9100LYNGRIL","LYNGRIL","LLW","Llwyngwril Rail Station","","U",258920,309720,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SH5892009720,52.666780,-4.0876789
"9100LYTHAM","LYTHAM","LTM","Lytham Rail Station","","U",336510,427420,"2005-03-18T00:00:00","2007-02-13T17:06:21",3,"rev",SD3651027420,53.739280,-2.9640396
"9100LYTNSHR","LYTNSHR","LER","Leytonstone High Road Rail Station","","U",539310,186875,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3931086875,51.563553,0.0084163941
"9100MACLSFD","MACLSFD","MAC","Macclesfield Rail Station","","U",391960,373600,"2005-09-02T00:00:00","2011-11-03T16:09:31",2,"rev",SJ9196073600,53.259340,-2.1219818
"9100MAESTER","MAESTER","MEW","Maesteg (Ewenny Road) Rail Station","","U",285900,190900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS8590090900,51.605340,-3.6489909
"9100MAESTGW","MAESTGW","MST","Maesteg Rail Station","","U",285520,191420,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS8552091420,51.609937,-3.6546455
"9100MAGHULL","MAGHULL","MAG","Maghull Rail Station","","U",338360,401490,"2005-03-18T00:00:00","2007-02-13T17:06:21",3,"rev",SD3836001490,53.506468,-2.9308529
"9100MALDENM","MALDENM","MAL","Malden Manor Rail Station","","U",521090,166510,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev",TQ2109066510,51.384728,-0.26127398
"9100MALTON","MALTON","MLT","Malton Rail Station","","U",478690,471360,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SE7869071360,54.132074,-0.79722209
"9100MANEA","MANEA","MNE","Manea Rail Station","","U",547928,291110,"2005-04-04T00:00:00","2006-11-24T15:29:01",2,"rev",TL4792891110,52.497837,0.17769366
"9100MANNGTR","MANNGTR","MNG","Manningtree Rail Station","","U",609374,232220,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TM0937432220,51.949050,1.0452399
"9100MANORS","MANORS","MAS","Manors Rail Station","","U",425400,564310,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ2540064310,54.972763,-1.6047410
"9100MANRPK","MANRPK","MNP","Manor Park Rail Station","","U",541973,185716,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4197385716,51.552475,0.046341539
"9100MARDEN","MARDEN","MRN","Marden Rail Station","","U",574375,144725,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ7437544725,51.175174,0.49316925
"9100MARGATE","MARGATE","MAR","Margate Rail Station","","U",634720,170550,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TR3472070550,51.385427,1.3720033
"9100MARLOW","MARLOW","MLW","Marlow Rail Station","","U",485590,186512,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU8559086512,51.570992,-0.76643075
"9100MARPLE","MARPLE","MPL","Marple Rail Station","","U",396290,389320,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev",SJ9629089320,53.400691,-2.0572633
"9100MARTON","MARTON","MTO","Marton Rail Station","","U",451950,516860,"2003-11-04T00:00:00","2010-04-01T16:15:28",2,"rev",NZ5195016860,54.544342,-1.1984849
"9100MARYLBN","MARYLBN","MYB","London Marylebone Rail Station","","U",527550,182000,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ2755082000,51.522522,-0.16291090
