"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification",SV0000000000,"Latitude","Longitude"
"9100FRESHFD","FRESHFD","FFD","Freshford Rail Station","","U",379130,160370,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST7913060370,51.342028,-2.3010084
"9100FRFD","FRFD","FRF","Fairfield Rail Station","","U",390421,397183,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ9042197183,53.471292,-2.1457749
"9100FRIMLEY","FRIMLEY","FML","Frimley Rail Station","","U",487430,157717,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU8743057717,51.311860,-0.74699133
"9100FRINTON","FRINTON","FRI","Frinton-on-Sea Rail Station","","U",623525,220426,"2005-04-21T00:00:00","2007-02-13T17:06:21",4,"rev",TM2352520426,51.837681,1.2431706
"9100FRNCMB","FRNCMB","FNC","Farncombe Rail Station","","U",497600,145140,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9760045140,51.197152,-0.60454885
"9100FRNDNLT","FRNDNLT","ZFD","Farringdon (London) Rail Station","","U",531560,181840,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev",TQ3156081840,51.520165,-0.10520467
"9100FRNNGRD","FRNNGRD","FNR","Farningham Road Rail Station","","U",555595,169330,"2003-11-04T00:00:00","2011-03-07T15:29:53",2,"rev",TQ5559569330,51.401664,0.23545206
"9100FRNW","FRNW","FNW","Farnworth Rail Station","","U",374400,406000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD7440006000,53.550002,-2.3878496
"9100FROME","FROME","FRO","Frome Rail Station","","U",378450,147610,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST7845047610,51.227269,-2.3099967
"9100FROSTLY","FROSTLY","FRR","Frosterley Rail Station","","U",402390,536890,"2010-06-07T18:21:37","2010-06-07T18:21:37",0,"new",NZ0239036890,54.726993,-1.9644114
"9100FRSHFLD","FRSHFLD","FRE","Freshfield Rail Station","","U",329110,408250,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD2911008250,53.566052,-3.0718294
"9100FRSTGT","FRSTGT","FOG","Forest Gate Rail Station","","U",540458,185335,"2003-11-04T00:00:00","2006-12-04T09:04:20",2,"rev",TQ4045885335,51.549430,0.024352820
"9100FRTMTLD","FRTMTLD","FTM","Fort Matilda Rail Station","","U",225600,677530,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2560077530,55.959030,-4.7952674
"9100FRTWLM","FRTWLM","FTW","Fort William Rail Station","","U",210531,774186,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NN1053174186,56.820443,-5.1061432
"9100FRWATER","FRWATER","FRW","Fairwater Rail Station","","U",314440,177940,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1444077940,51.493905,-3.2338394
"9100FRZNGHL","FRZNGHL","FZH","Frizinghall Rail Station","","U",415305,436035,"2005-04-04T00:00:00","2010-07-26T14:35:42",2,"rev",SE1530536035,53.820368,-1.7690011
"9100FSHBORN","FSHBORN","FSB","Fishbourne Rail Station","","U",483530,105060,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU8353005060,50.839050,-0.81508421
"9100FSHRSGT","FSHRSGT","FSG","Fishersgate Rail Station","","U",525483,105366,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2548305366,50.834233,-0.21942323
"9100FSTR","FSTR","FEN","Fenny Stratford Rail Station","","U",488245,234292,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",SP8824534292,52.000067,-0.71599733
"9100FTHRSTN","FTHRSTN","FEA","Featherstone Rail Station","","U",442475,420480,"2003-11-04T00:00:00","2010-07-26T14:35:50",2,"rev",SE4247520480,53.679065,-1.3584441
"9100FULWELL","FULWELL","FLW","Fulwell Rail Station","","U",514830,171840,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ1483071840,51.433933,-0.34946760
"9100FURNESV","FURNESV","FNV","Furness Vale Rail Station","","U",400840,383540,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK0084083540,53.348750,-1.9888446
"9100FURZEP","FURZEP","FZP","Furze Platt Rail Station","","U",488294,182334,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU8829482334,51.533019,-0.72847279
"9100FYSD","FYSD","FYS","Ferryside Rail Station","","U",236600,210400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN3660010400,51.768365,-4.3694581
"9100GALASLS","GALASLS","GAL","Galashiels Rail Station","","U",349278,636380,"2015-03-31T11:04:00","2015-03-31T11:04:00",1,"rev",NT4927836380,55.618350,-2.8069005
"9100GALTILL","GALTILL","SGB","Smethwick Galton Bridge Rail Station","","U",401420,289320,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP0142089320,52.501779,-1.9805109
"9100GALTINT","GALTINT","SGB","Smethwick Galton Bridge High Level Rail Station","","U",401421,289320,"2003-11-04T00:00:00","2008-04-25T15:26:31",3,"rev",SP0142189320,52.501779,-1.9804962
"9100GARFRTH","GARFRTH","GRF","Garforth Rail Station","","U",440785,433540,"2003-11-04T00:00:00","2010-07-26T14:35:54",2,"rev",SE4078533540,53.796576,-1.3823096
"9100GARROWH","GARROWH","GAR","Garrowhill Rail Station","","U",266800,664500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS6680064500,55.855237,-4.1294604
"9100GARSDLE","GARSDLE","GSD","Garsdale Rail Station","","U",378870,491810,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev",SD7887091810,54.321428,-2.3263535
"9100GARTH","GARTH","GTH","Garth (Powys) Rail Station","","U",295380,249430,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SN9538049430,52.133235,-3.5299071
"9100GARVE","GARVE","GVE","Garve Rail Station","","U",239500,861300,"2003-11-04T00:00:00","2007-02-13T17:06:21",2,"rev",NH3950061300,57.613040,-4.6883950
"9100GARW","GARW","GSW","Garswood Rail Station","","U",355500,399300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ5550099300,53.488519,-2.6721345
"9100GATHRST","GATHRST","GST","Gathurst Rail Station","","U",354100,407200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD5410007200,53.559401,-2.6943932
"9100GATLEY","GATLEY","GTY","Gatley Rail Station","","U",384720,388477,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8472088477,53.392903,-2.2312340
"9100GBGHLRD","GBGHLRD","GBL","Gainsborough Lea Road Rail Station","","U",482000,388400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK8200088400,53.386087,-0.76857956
"9100GBNK","GBNK","GBK","Greenbank Rail Station","","U",364450,372850,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev",SJ6445072850,53.251463,-2.5342706
"9100GBROC","GBROC","GNB","Gainsborough Central Rail Station","","U",481900,389900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK8190089900,53.399583,-0.76969407
"9100GDLMING","GDLMING","GOD","Godalming Rail Station","","U",496622,143946,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU9662243946,51.186585,-0.61886231
"9100GERRDSX","GERRDSX","GER","Gerrards Cross Rail Station","","U",500184,188785,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ0018488785,51.589021,-0.55527540
"9100GFLD","GFLD","GNF","Greenfield Rail Station","","U",399180,404690,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SD9918004690,53.538856,-2.0138435
"9100GFORD","GFORD","GFD","Greenford Rail Station","","U",514810,183900,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ1481083900,51.542330,-0.34583719
"9100GGLSWCK","GGLSWCK","GIG","Giggleswick Rail Station","","U",380275,462915,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",SD8027562915,54.061799,-2.3028477
"9100GIDB","GIDB","GUI","Guide Bridge Rail Station","","U",392550,397550,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ9255097550,53.474626,-2.1137106
"9100GIDEAPK","GIDEAPK","GDP","Gidea Park Rail Station","","U",552940,189310,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ5294089310,51.581902,0.20596431
"9100GIFNOCK","GIFNOCK","GFN","Giffnock Rail Station","","U",256375,659125,"2003-11-04T00:00:00","2011-07-07T16:17:02",2,"rev",NS5637559125,55.803988,-4.2930141
"9100GIPSYH","GIPSYH","GIP","Gipsy Hill Rail Station","","U",533321,171235,"2003-11-04T00:00:00","2007-08-06T10:01:41",2,"rev",TQ3332171235,51.424451,-0.083835916
"9100GIRVAN","GIRVAN","GIR","Girvan Rail Station","","U",219030,598380,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NX1903098380,55.246311,-4.8483812
"9100GLAISDL","GLAISDL","GLS","Glaisdale Rail Station","","U",478330,505555,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",NZ7833005555,54.439380,-0.79378779
"9100GLASHTN","GLASHTN","GLH","Glasshoughton Rail Station","","U",443530,423825,"2005-04-25T00:00:00","2010-07-26T14:36:04",2,"rev",SE4353023825,53.709041,-1.3420051
"9100GLAZBRK","GLAZBRK","GLZ","Glazebrook Rail Station","","U",369555,392495,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev",SJ6955592495,53.428358,-2.4596574
"9100GLBRDYK","GLBRDYK","GBD","Gilberdyke Rail Station","","U",483700,428700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE8370028700,53.747962,-0.73224341
"9100GLDTHRP","GLDTHRP","GOE","Goldthorpe Rail Station","","U",445645,404390,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",SE4564504390,53.534188,-1.3128077
"9100GLFCHFR","GLFCHFR","GFF","Gilfach Fargoed Rail Station","","U",315300,199100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ST1530099100,51.684248,-3.2265680
"9100GLGC","GLGC","GLC","Glasgow Central Rail Station","","U",258794,665257,"2003-11-04T00:00:00","2007-08-24T15:05:14",3,"rev",NS5879465257,55.859755,-4.2576432
"9100GLGCLL","GLGCLL","GCL","Glasgow Central Low Level Rail Station","","U",258737,665139,"2003-11-04T00:00:00","2011-08-12T14:57:45",2,"rev",NS5873765139,55.858678,-4.2584916
"9100GLGHST","GLGHST","HST","High Street (Glasgow) Rail Station","","U",259890,665200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS5989065200,55.859563,-4.2401179
"9100GLGN","GLGN","GLG","Glengarnock Rail Station","","U",232190,652740,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS3219052740,55.738886,-4.6745016
"9100GLGQHL","GLGQHL","GLQ","Glasgow Queen Street Rail Station","","U",259190,665515,"2003-11-04T00:00:00","2010-02-18T14:19:13",3,"rev",NS5919065515,55.862187,-4.2514558
"9100GLGQLL","GLGQLL","GQL","Glasgow Queen Street Low Level Rail Station","","U",259241,665531,"2003-11-04T00:00:00","2008-04-25T15:26:31",2,"rev",NS5924165531,55.862345,-4.2506499
"9100GLHM","GLHM","GIL","Gillingham (Dorset) Rail Station","","U",380980,126110,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",ST8098026110,51.034033,-2.2726237
"9100GLNCNWY","GLNCNWY","GCW","Glan Conwy Rail Station","","U",280200,376000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SH8020076000,53.267420,-3.7977273
"9100GLNEGLS","GLNEGLS","GLE","Gleneagles Rail Station","","U",292900,710500,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NN9290010500,56.274848,-3.7311679
"9100GLNFNNN","GLNFNNN","GLF","Glenfinnan Rail Station","","U",189870,780970,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NM8987080970,56.872401,-5.4496197
"9100GLNGHMK","GLNGHMK","GLM","Gillingham (Kent) Rail Station","","U",577520,168365,"2003-11-04T00:00:00","2010-12-20T15:37:54",2,"rev",TQ7752068365,51.386564,0.54985000
"9100GLNRTHS","GLNRTHS","GLT","Glenrothes with Thornton Rail Station","","U",329110,697220,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NT2911097220,56.162356,-3.1430153
"9100GLOSTER","GLOSTER","GCR","Gloucester Rail Station","","U",383675,218580,"2003-11-04T00:00:00","2011-04-04T13:58:39",3,"rev",SO8367518580,51.865557,-2.2384876
"9100GLSP","GLSP","GLO","Glossop Rail Station","","U",403480,394190,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK0348094190,53.444468,-1.9490737
"9100GLYNDE","GLYNDE","GLY","Glynde Rail Station","","U",545790,108670,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ4579008670,50.859170,0.070077291
"9100GNHT","GNHT","GNH","Greenhithe for Bluewater Rail Station","","",558545,174842,"2005-04-21T00:00:00","2011-03-07T15:29:53",3,"rev",TQ5854574842,51.450370,0.28029013
"9100GNLN","GNLN","GNL","Green Lane Rail Station","","U",332490,387860,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ3249087860,53.383253,-3.0164147
"9100GNRSBRY","GNRSBRY","GUN","Gunnersbury Rail Station","","U",519835,178380,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ1983578380,51.491676,-0.27528643
"9100GNTN","GNTN","GTN","Grangetown (Cardiff) Rail Station","","U",317455,174965,"2003-11-04T00:00:00","2011-03-24T17:35:58",3,"rev",ST1745574965,51.467610,-3.1897238
"9100GNWH","GNWH","GNW","Greenwich Rail Station","","U",538060,177335,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ3806077335,51.478133,-0.013339924
"9100GOBOWEN","GOBOWEN","GOB","Gobowen Rail Station","","U",330320,333400,"2003-11-04T00:00:00","2011-09-23T13:20:05",4,"rev",SJ3032033400,52.893513,-3.0371725
"9100GODLY","GODLY","GDL","Godley Rail Station","","U",396460,394995,"2003-11-04T00:00:00","2007-04-19T14:54:45",2,"rev",SJ9646094995,53.451702,-2.0547724
"9100GODMAYS","GODMAYS","GMY","Goodmayes Rail Station","","U",546400,187300,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4640087300,51.565577,0.11080707
"9100GODSTON","GODSTON","GDN","Godstone Rail Station","","U",536277,148357,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3627748357,51.218156,-0.050084998
"9100GOLFSTR","GOLFSTR","GOF","Golf Street Rail Station","","U",355800,734200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NO5580034200,56.497792,-2.7195435
"9100GOLSPIE","GOLSPIE","GOL","Golspie Rail Station","","U",282550,899750,"2003-11-04T00:00:00","2010-02-25T14:52:18",4,"rev",NH8255099750,57.971463,-3.9872148
"9100GOMSHAL","GOMSHAL","GOM","Gomshall Rail Station","","U",508915,147842,"2003-11-04T00:00:00","2011-02-07T18:49:18",2,"rev",TQ0891547842,51.219397,-0.44185218
"9100GOOLE","GOOLE","GOO","Goole Rail Station","","U",474414,423753,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SE7441423753,53.704913,-0.87421346
"9100GOOSTRY","GOOSTRY","GTR","Goostrey Rail Station","","U",378300,369550,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SJ7830069550,53.222551,-2.3264703
"9100GORASTR","GORASTR","GOR","Goring & Streatley Rail Station","","U",460247,180642,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SU6024780642,51.521491,-1.1330494
"9100GORDONH","GORDONH","GDH","Gordon Hill Rail Station","","U",531880,197780,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev",TQ3188097780,51.663333,-0.094610509
"9100GOREBRG","GOREBRG","GBB","Gorebridge Rail Station","","U",334560,661279,"2015-03-31T11:04:00","2015-03-31T11:04:00",1,"rev",NT3456061279,55.840272,-3.0465153
"9100GORNGBS","GORNGBS","GBS","Goring-by-Sea Rail Station","","U",510477,103189,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev",TQ1047703189,50.817720,-0.43308310
"9100GORTON","GORTON","GTO","Gorton Rail Station","","U",389064,396939,"2003-11-04T00:00:00","2009-01-05T10:12:59",2,"rev",SJ8906496939,53.469072,-2.1662094
"9100GOSPLOK","GOSPLOK","GPO","Gospel Oak Rail Station","","U",528300,185670,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2830085670,51.555334,-0.15077018
"9100GOUROCK","GOUROCK","GRK","Gourock Rail Station","","U",224280,677950,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2428077950,55.962318,-4.8166576
"9100GOVS","GOVS","GOS","Grange-over-Sands Rail Station","","U",341200,478150,"2003-11-04T00:00:00","2011-03-07T15:31:51",4,"rev",SD4120078150,54.195720,-2.9027473
"9100GOWERTN","GOWERTN","GWN","Gowerton Rail Station","","U",259240,196400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SS5924096400,51.648724,-4.0359345
"9100GOXHILL","GOXHILL","GOX","Goxhill Rail Station","","U",509940,421310,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TA0994021310,53.676701,-0.33712048
"9100GRATELY","GRATELY","GRT","Grateley Rail Station","","U",426610,141270,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SU2661041270,51.170057,-1.6207737
"9100GRAVLYH","GRAVLYH","GVH","Gravelly Hill Rail Station","","U",410100,290800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SP1010090800,52.514994,-1.8525984
"9100GRAYS","GRAYS","GRY","Grays Rail Station","","U",561340,177810,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6134077810,51.476246,0.32183216
"9100GREENRD","GREENRD","GNR","Green Road Rail Station","","U",318930,483920,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD1893083920,54.244524,-3.2455708
"9100GRENCKC","GRENCKC","GKC","Greenock Central Rail Station","","U",228200,675900,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",NS2820075900,55.945338,-4.7526339
"9100GRENCKW","GRENCKW","GKW","Greenock West Rail Station","","U",227260,676160,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2726076160,55.947335,-4.7678331
"9100GRETGRN","GRETGRN","GEA","Gretna Green Rail Station","","U",331960,567905,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NY3196067905,55.001045,-3.0651980
"9100GRGMASJ","GRGMASJ","GGJ","Georgemas Junction Rail Station","","U",315500,959300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",ND1550059300,58.513622,-3.4521202
"9100GRGRAVE","GRGRAVE","GGV","Gargrave Rail Station","","U",393200,453600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SD9320053600,53.978415,-2.1051704
"9100GRLCHHD","GRLCHHD","GCH","Garelochhead Rail Station","","U",224250,691050,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS2425091050,56.079863,-4.8257164
"9100GRMSBYD","GRMSBYD","GMD","Grimsby Docks Rail Station","","U",527520,410357,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TA2752010357,53.574320,-0.075617284
"9100GRMSBYT","GRMSBYT","GMB","Grimsby Town Rail Station","","U",526800,409125,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev",TA2680009125,53.563427,-0.086983948
"9100GRNDLFD","GRNDLFD","GRN","Grindleford Rail Station","","U",425000,378800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK2500078800,53.305560,-1.6262967
"9100GRNFLDS","GRNFLDS","GRL","Greenfaulds Rail Station","","U",275591,673147,"2003-11-04T00:00:00","2007-10-11T16:51:10",2,"rev",NS7559173147,55.935231,-3.9930999
"9100GROSMNT","GROSMNT","GMT","Grosmont Rail Station","","U",482800,505270,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NZ8280005270,54.436112,-0.72496562
"9100GRPK","GRPK","GPK","Grange Park Rail Station","","U",531750,195470,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ3175095470,51.642606,-0.097358502
"9100GRSTH","GRSTH","GSN","Garston (Herts) Rail Station","","U",511965,199890,"2005-04-21T00:00:00","2011-02-07T18:49:18",2,"rev",TQ1196599890,51.686614,-0.38174120
"9100GRTCSH","GRTCSH","GRH","Gartcosh Rail Station","","U",270029,667790,"2005-04-25T00:00:00","2007-10-11T16:51:10",2,"rev",NS7002967790,55.885659,-4.0794941
"9100GRTHMG","GRTHMG","GMG","Garth (Bridgend) Rail Station","","U",286400,189900,"2003-11-04T00:00:00","2006-11-15T14:15:00",2,"rev",SS8640089900,51.596454,-3.6414499
"9100GRVPK","GRVPK","GRP","Grove Park Rail Station","","U",540640,172145,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev",TQ4064072145,51.430861,0.021725485
"9100GRVSEND","GRVSEND","GRV","Gravesend Rail Station","","U",564577,174029,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TQ6457774029,51.441347,0.36664299
"9100GSCD","GSCD","GRS","Garscadden Rail Station","","U",252182,668590,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",NS5218268590,55.887693,-4.3650044
"9100GTAYTON","GTAYTON","GTA","Great Ayton Rail Station","","U",457405,510830,"2003-11-04T00:00:00","2011-11-03T16:09:31",2,"rev",NZ5740510830,54.489569,-1.1153452
"9100GTBNTLY","GTBNTLY","GRB","Great Bentley Rail Station","","U",611198,221460,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TM1119821460,51.851758,1.0651534
"9100GTCHSFD","GTCHSFD","GRC","Great Chesterford Rail Station","","U",550478,242429,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",TL5047842429,52.059809,0.19352101
"9100GTCOATS","GTCOATS","GCT","Great Coates Rail Station","","U",523900,410420,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TA2390010420,53.575752,-0.13023046
"9100GTHM","GTHM","GRA","Grantham Rail Station","","U",491400,335200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SK9140035200,52.906471,-0.64245029
"9100GTMLVRN","GTMLVRN","GMV","Great Malvern Rail Station","","U",378300,245700,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev",SO7830045700,52.109197,-2.3182708
"9100GTMSNDN","GTMSNDN","GMN","Great Missenden Rail Station","","U",489300,201319,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev",SP8930001319,51.703517,-0.70914106
"9100GTSHDMC","GTSHDMC","MCE","Metrocentre Rail Station","","U",421510,562730,"2003-11-04T00:00:00","2008-01-02T16:27:31",3,"rev",NZ2151062730,54.958748,-1.6656259
"9100GTWK","GTWK","GTW","Gatwick Airport Rail Station","","U",528700,141300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",TQ2870041300,51.156489,-0.16104153
"9100GUILDFD","GUILDFD","GLD","Guildford Rail Station","","U",499200,149600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SU9920049600,51.236968,-0.58042502
"9100GUISELY","GUISELY","GSY","Guiseley Rail Station","","U",418830,442230,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev",SE1883042230,53.875933,-1.7150799
"9100GUNISLK","GUNISLK","GSL","Gunnislake Rail Station","","U",242750,70830,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev",SX4275070830,50.516080,-4.2194055
